row_number,visitor_id,search_timestamp,category,pro_user_id,num_reviews,avg_rating,pro_last_active_time_before_search,cost_estimate_cents,result_position,service_page_viewed
15173,344101422347558000,2018-11-26 15:43:43.365 UTC,Local Moving (under 50 miles),343959583718981000,0,,,,6,FALSE
8426,344461605879021000,2018-11-30 19:46:46.593 UTC,House Cleaning,344053677817806000,0,,2018-11-29 00:32:46.809 UTC,8900,6,FALSE
12809,344142189241475000,2018-11-27 03:03:09.969 UTC,House Cleaning,343931062348177000,0,,,10000,21,FALSE
17310,344215295106097000,2018-11-27 23:21:35.89 UTC,House Cleaning,343931062348177000,0,,,10000,22,FALSE
10072,344364289304010000,2018-11-29 16:44:50.202 UTC,House Cleaning,343934345272852000,0,,,9000,13,FALSE
12571,344282205136609000,2018-11-28 17:56:45.914 UTC,House Cleaning,343934345272852000,0,,,11000,25,FALSE
17853,344282977059381000,2018-11-28 18:09:37.774 UTC,House Cleaning,344024536233607000,0,,,,14,FALSE
18071,344187655649198000,2018-11-27 15:40:56.322 UTC,House Cleaning,344024536233607000,0,,,,14,FALSE
10085,344364289304010000,2018-11-29 16:44:50.202 UTC,House Cleaning,344198500093534000,0,,,,26,FALSE
12575,344282205136609000,2018-11-28 17:56:45.914 UTC,House Cleaning,344198500093534000,0,,,,29,FALSE
17285,344105876235608000,2018-11-26 16:57:56.892 UTC,Local Moving (under 50 miles),343762483238674000,0,,2018-11-25 20:51:44.805 UTC,3500,15,FALSE
8295,344471055182356000,2018-11-30 22:24:15.881 UTC,House Cleaning,344235865925656000,0,,,10000,4,FALSE
25465,344362396007858000,2018-11-29 16:13:16.931 UTC,House Cleaning,344195990184992000,0,,,,15,FALSE
22950,344353362520145000,2018-11-29 13:42:43.352 UTC,House Cleaning,344309517978648000,0,,,,20,FALSE
13010,344277321146417000,2018-11-28 16:35:21.927 UTC,House Cleaning,343833200906493000,0,,,,26,FALSE
17339,344241641135677000,2018-11-28 06:40:41.945 UTC,House Cleaning,343940522846543000,0,,,8500,26,FALSE
1425,344195690873610000,2018-11-27 17:54:51.791 UTC,House Cleaning,344116320360882000,0,,,9900,22,FALSE
3675,344188244108247000,2018-11-27 15:50:44.679 UTC,Local Moving (under 50 miles),343679520337551000,0,,2018-11-26 03:33:14.627 UTC,,6,FALSE
17829,344111755375501000,2018-11-26 18:35:56.085 UTC,Local Moving (under 50 miles),343848524409200000,0,,2018-11-25 22:10:33.317 UTC,5000,5,FALSE
1140,344009284222730000,2018-11-25 14:08:04.927 UTC,House Cleaning,343926882920701000,0,,,5000,5,FALSE
806,344389534006992000,2018-11-29 23:45:34.7 UTC,Local Moving (under 50 miles),344286487757987000,0,,2018-11-29 13:18:06.166 UTC,6000,5,FALSE
3416,344375253898985000,2018-11-29 19:47:34.664 UTC,Local Moving (under 50 miles),344286487757987000,0,,2018-11-29 13:18:06.166 UTC,6000,5,FALSE
5244,344389600139100000,2018-11-29 23:46:40.888 UTC,Local Moving (under 50 miles),344286487757987000,0,,2018-11-29 13:18:06.166 UTC,6000,3,FALSE
9223,344403897021874000,2018-11-30 03:44:57.64 UTC,Local Moving (under 50 miles),344286487757987000,0,,2018-11-29 13:18:06.166 UTC,6000,5,FALSE
11483,344384794154606000,2018-11-29 22:26:34.825 UTC,Local Moving (under 50 miles),344286487757987000,0,,2018-11-29 13:18:06.166 UTC,6000,5,FALSE
14292,344404689946533000,2018-11-30 03:58:10.53 UTC,Local Moving (under 50 miles),344286487757987000,0,,2018-11-29 13:18:06.166 UTC,6000,5,FALSE
20013,344368279766376000,2018-11-29 17:51:20.472 UTC,Local Moving (under 50 miles),344286487757987000,0,,2018-11-29 13:18:06.166 UTC,6000,5,FALSE
21168,344387595912708000,2018-11-29 23:13:16.635 UTC,Local Moving (under 50 miles),344286487757987000,0,,2018-11-29 13:18:06.166 UTC,6000,5,FALSE
623,343686458898554000,2018-11-21 20:27:39.356 UTC,Local Moving (under 50 miles),343617315169255000,0,,2018-11-21 19:05:52.516 UTC,8500,5,FALSE
165,344314260258553000,2018-11-29 02:51:00.845 UTC,Local Moving (under 50 miles),343953440590807000,0,,,12500,18,FALSE
3844,344362841950961000,2018-11-29 16:20:42.57 UTC,Local Moving (under 50 miles),343953440590807000,0,,,12500,16,FALSE
9758,344210485466841000,2018-11-27 22:01:26.331 UTC,Local Moving (under 50 miles),343953440590807000,0,,,12500,19,FALSE
14792,344345268473069000,2018-11-29 11:27:49.04 UTC,Local Moving (under 50 miles),343953440590807000,0,,,12500,18,FALSE
26076,344281612095234000,2018-11-28 17:46:52.809 UTC,House Cleaning,343889561800859000,0,,,9000,23,FALSE
951,344207564375048000,2018-11-27 21:12:44.975 UTC,Local Moving (under 50 miles),344109371211980000,0,,,12000,5,FALSE
9214,344181825927995000,2018-11-27 14:03:46.492 UTC,Local Moving (under 50 miles),344109371211980000,0,,,12000,5,FALSE
15029,344226702053146000,2018-11-28 02:31:42.732 UTC,Local Moving (under 50 miles),344109371211980000,0,,,12000,5,FALSE
24976,344213196358180000,2018-11-27 22:46:36.991 UTC,Local Moving (under 50 miles),344109371211980000,0,,,12000,5,FALSE
13018,344277398887858000,2018-11-28 16:36:39.388 UTC,Local Moving (under 50 miles),344015592514879000,0,,2018-11-28 16:36:35.018 UTC,5000,4,FALSE
25571,344113989211684000,2018-11-26 19:13:10.141 UTC,House Cleaning,343673852277399000,0,,,12000,30,FALSE
22957,344353362520145000,2018-11-29 13:42:43.352 UTC,House Cleaning,343761335098007000,0,,,,27,FALSE
3011,344447288004288000,2018-11-30 15:48:08.884 UTC,House Cleaning,344289169384218000,0,,2018-11-29 01:28:11.356 UTC,8500,5,FALSE
20792,344459451017134000,2018-11-30 19:10:51.897 UTC,House Cleaning,344289169384218000,0,,2018-11-29 01:28:11.356 UTC,,17,FALSE
3278,344027325274431000,2018-11-25 19:08:45.789 UTC,Local Moving (under 50 miles),343944954425786000,0,,,10500,3,FALSE
21171,344390416730505000,2018-11-30 00:00:17.318 UTC,Local Moving (under 50 miles),343944954425786000,0,,2018-11-26 18:25:39.257 UTC,10500,3,FALSE
21977,343944790529671000,2018-11-24 20:13:11.557 UTC,House Cleaning,343783576022573000,0,,,32000,5,FALSE
13005,344277321146417000,2018-11-28 16:35:21.927 UTC,House Cleaning,343769927401897000,0,,,8500,21,FALSE
26075,344281612095234000,2018-11-28 17:46:52.809 UTC,House Cleaning,343800929959133000,0,,,7000,22,FALSE
6509,344354604088958000,2018-11-29 14:03:24.744 UTC,House Cleaning,329944242308071000,0,,,8200,9,FALSE
19826,344271331187015000,2018-11-28 14:55:31.832 UTC,House Cleaning,329698621884358000,0,,,8400,17,FALSE
24881,344449131230584000,2018-11-30 16:18:51.831 UTC,House Cleaning,329698621884358000,0,,,,7,FALSE
12080,344096102814081000,2018-11-26 14:15:03.648 UTC,House Cleaning,330580454863912000,0,,2018-08-29 02:38:33.399 UTC,20000,15,FALSE
17851,344282977059381000,2018-11-28 18:09:37.774 UTC,House Cleaning,330580454863912000,0,,2018-08-29 02:38:33.399 UTC,17500,12,FALSE
18070,344187655649198000,2018-11-27 15:40:56.322 UTC,House Cleaning,330580454863912000,0,,2018-08-29 02:38:33.399 UTC,8000,13,FALSE
9776,339492717766557000,2018-10-04 07:31:58.396 UTC,House Cleaning,330604422844964000,0,,2018-08-19 18:37:29.205 UTC,12500,3,FALSE
5300,341447239440482000,2018-10-26 22:27:19.708 UTC,House Cleaning,326414285309280000,0,,2018-08-26 20:12:57.34 UTC,7200,1,FALSE
13447,343243108136304000,2018-11-16 17:18:28.426 UTC,House Cleaning,326414285309280000,0,,2018-11-09 05:13:11.152 UTC,7200,2,FALSE
5959,343929565551509000,2018-11-24 15:59:26.421 UTC,House Cleaning,324857036116164000,0,,2018-04-19 18:27:28.587 UTC,7000,27,FALSE
13281,343879086401372000,2018-11-24 01:58:07.519 UTC,House Cleaning,324857036116164000,0,,2018-04-19 18:27:28.587 UTC,7000,23,FALSE
25901,343622916998635000,2018-11-21 02:48:37.839 UTC,House Cleaning,324857036116164000,0,,2018-04-19 18:27:28.587 UTC,7000,21,FALSE
3687,340043271936508000,2018-10-10 16:27:52.6 UTC,House Cleaning,324493119463538000,0,,2018-09-27 10:18:53.205 UTC,12400,5,FALSE
18370,339462874911203000,2018-10-03 23:14:35.737 UTC,House Cleaning,324493119463538000,0,,2018-09-27 10:18:53.205 UTC,7200,5,FALSE
4286,343368678153986000,2018-11-18 04:11:18.942 UTC,House Cleaning,313179093475418000,0,,2018-11-12 13:24:10.225 UTC,9000,24,FALSE
7337,343445631303884000,2018-11-19 01:33:52.11 UTC,House Cleaning,313179093475418000,0,,2018-11-12 13:24:10.225 UTC,9100,20,FALSE
15149,343510027391434000,2018-11-19 19:27:08.267 UTC,House Cleaning,313179093475418000,0,,2018-11-12 13:24:10.225 UTC,9000,26,FALSE
15584,343586603868848000,2018-11-20 16:43:24.706 UTC,House Cleaning,313179093475418000,0,,2018-11-12 13:24:10.225 UTC,10000,24,FALSE
17342,344241641135677000,2018-11-28 06:40:41.945 UTC,House Cleaning,313179093475418000,0,,2018-11-12 13:24:10.225 UTC,9000,29,FALSE
24586,343402888560705000,2018-11-18 13:41:29.403 UTC,House Cleaning,313179093475418000,0,,2018-11-12 13:24:10.225 UTC,9000,22,FALSE
7224,344204733423042000,2018-11-27 20:25:34.173 UTC,House Cleaning,312502041481625000,0,,2018-06-01 22:23:25.183 UTC,,21,FALSE
5385,343450238398152000,2018-11-19 02:50:39.201 UTC,House Cleaning,326903717023383000,0,,,12400,22,FALSE
25198,343934028539707000,2018-11-24 17:13:49.733 UTC,House Cleaning,326903717023383000,0,,,10000,20,FALSE
4845,343137944608571000,2018-11-15 12:05:45.171 UTC,House Cleaning,311357263050809000,0,,,7400,4,FALSE
4711,343229715043278000,2018-11-16 13:35:15.725 UTC,House Cleaning,308162934651879000,0,,,,16,FALSE
7368,343505222138798000,2018-11-19 18:07:02.817 UTC,House Cleaning,308162934651879000,0,,,,19,FALSE
4598,344299087864496000,2018-11-28 22:38:08.37 UTC,House Cleaning,311124886001025000,0,,2018-11-09 05:30:21.281 UTC,9000,4,FALSE
1051,341896814436491000,2018-11-01 03:20:15.08 UTC,House Cleaning,263055859930760000,0,,,10000,4,FALSE
1275,343800807462109000,2018-11-23 04:13:28.056 UTC,House Cleaning,263055859930760000,0,,,10000,5,FALSE
8629,341908116779261000,2018-11-01 06:28:37.352 UTC,House Cleaning,263055859930760000,0,,,10000,4,FALSE
22809,344295154183446000,2018-11-28 21:32:34.753 UTC,House Cleaning,263055859930760000,0,,,10000,6,FALSE
5958,343929565551509000,2018-11-24 15:59:26.421 UTC,House Cleaning,310421642021003000,0,,2018-11-19 18:47:36.238 UTC,10000,26,FALSE
25903,343622916998635000,2018-11-21 02:48:37.839 UTC,House Cleaning,310421642021003000,0,,2018-11-19 18:47:36.238 UTC,10000,23,FALSE
5993,344136056029675000,2018-11-27 01:20:56.943 UTC,House Cleaning,343588072265621000,0,,2018-11-21 17:27:21.415 UTC,8500,27,FALSE
7781,343770664195268000,2018-11-22 19:51:05.715 UTC,House Cleaning,343588072265621000,0,,2018-11-21 17:27:21.415 UTC,20000,20,FALSE
10080,344364289304010000,2018-11-29 16:44:50.202 UTC,House Cleaning,343588072265621000,0,,2018-11-21 17:27:21.415 UTC,8500,21,FALSE
12569,344282205136609000,2018-11-28 17:56:45.914 UTC,House Cleaning,343588072265621000,0,,2018-11-21 17:27:21.415 UTC,10000,23,FALSE
12808,344142189241475000,2018-11-27 03:03:09.969 UTC,House Cleaning,343588072265621000,0,,2018-11-21 17:27:21.415 UTC,8500,20,FALSE
15403,343684370361434000,2018-11-21 19:52:51.158 UTC,House Cleaning,343588072265621000,0,,2018-11-21 17:27:21.415 UTC,8500,29,FALSE
17309,344215295106097000,2018-11-27 23:21:35.89 UTC,House Cleaning,343588072265621000,0,,2018-11-21 17:27:21.415 UTC,8500,21,FALSE
18853,344154589192003000,2018-11-27 06:29:50.161 UTC,House Cleaning,343536908188344000,0,,2018-11-26 02:44:38.875 UTC,7000,9,FALSE
11154,343513856765984000,2018-11-19 20:30:57.397 UTC,House Cleaning,343309968264044000,0,,,5500,5,FALSE
2190,343927033756262000,2018-11-24 15:17:14.351 UTC,Local Moving (under 50 miles),343595899809742000,0,,,,6,FALSE
7784,343970682204151000,2018-11-25 03:24:42.591 UTC,Local Moving (under 50 miles),343595899809742000,0,,,,3,FALSE
11167,343949670501416000,2018-11-24 21:34:31.097 UTC,Local Moving (under 50 miles),343595899809742000,0,,,,3,FALSE
14092,343932205876051000,2018-11-24 16:43:26.477 UTC,Local Moving (under 50 miles),343595899809742000,0,,,,6,FALSE
14279,343959817271107000,2018-11-25 00:23:37.945 UTC,Local Moving (under 50 miles),343595899809742000,0,,,,7,FALSE
14980,343937830757638000,2018-11-24 18:17:11.595 UTC,Local Moving (under 50 miles),343595899809742000,0,,,,4,FALSE
18200,343940903141064000,2018-11-24 19:08:24.016 UTC,Local Moving (under 50 miles),343595899809742000,0,,,,5,FALSE
18645,343933380066140000,2018-11-24 17:03:00.678 UTC,Local Moving (under 50 miles),343595899809742000,0,,,,3,FALSE
24400,343937942997737000,2018-11-24 18:19:03.902 UTC,Local Moving (under 50 miles),343595899809742000,0,,,,3,FALSE
21509,343748644617781000,2018-11-22 13:44:05.689 UTC,House Cleaning,333578382838644000,0,,2018-08-13 20:20:26.295 UTC,8400,17,FALSE
6462,343739831594139000,2018-11-22 11:17:12.652 UTC,House Cleaning,343438005822169000,0,,,8000,27,FALSE
13287,343879086401372000,2018-11-24 01:58:07.519 UTC,House Cleaning,343438005822169000,0,,2018-11-22 20:02:14.49 UTC,8000,29,FALSE
25935,344199583439904000,2018-11-27 18:59:43.99 UTC,Local Moving (under 50 miles),343574928220446000,0,,,9900,4,FALSE
643,344449563130871000,2018-11-30 16:26:03.803 UTC,Local Moving (under 50 miles),343499691775189000,0,,,15000,12,FALSE
2071,344452204695699000,2018-11-30 17:10:05.374 UTC,Local Moving (under 50 miles),343499691775189000,0,,,15000,6,FALSE
4456,344451541216354000,2018-11-30 16:59:01.908 UTC,Local Moving (under 50 miles),343499691775189000,0,,,15000,7,FALSE
8912,344436197904728000,2018-11-30 12:43:18.649 UTC,Local Moving (under 50 miles),343499691775189000,0,,,15000,8,FALSE
15193,344443187397632000,2018-11-30 14:39:48.121 UTC,Local Moving (under 50 miles),343499691775189000,0,,,15000,7,FALSE
17287,344105876235608000,2018-11-26 16:57:56.892 UTC,Local Moving (under 50 miles),343499691775189000,0,,,15000,17,FALSE
25952,344471055182192000,2018-11-30 22:24:15.872 UTC,Local Moving (under 50 miles),343499691775189000,0,,,15000,13,FALSE
1250,343503550257356000,2018-11-19 17:39:10.881 UTC,House Cleaning,343362827325366000,0,,2018-11-19 05:41:27.959 UTC,7800,3,FALSE
9701,343498451391774000,2018-11-19 16:14:12.086 UTC,House Cleaning,343362827325366000,0,,2018-11-19 05:41:27.959 UTC,7800,9,FALSE
2540,343504255475859000,2018-11-19 17:50:56.073 UTC,House Cleaning,343338884885479000,0,,2018-11-19 03:56:56.164 UTC,,13,FALSE
12923,343536403712426000,2018-11-20 02:46:44.461 UTC,House Cleaning,343338884885479000,0,,2018-11-19 03:56:56.164 UTC,,15,FALSE
25173,343524339420921000,2018-11-19 23:25:40.304 UTC,House Cleaning,343415261367345000,0,,,24000,17,FALSE
21132,344023364331102000,2018-11-25 18:02:45.082 UTC,House Cleaning,343504352617799000,0,,,,17,FALSE
14076,343510540597403000,2018-11-19 19:35:41.148 UTC,House Cleaning,343443065654796000,0,,,8000,13,FALSE
3303,344129854332223000,2018-11-26 23:37:35.268 UTC,House Cleaning,343465850939588000,0,,,8000,25,FALSE
1796,344224806048202000,2018-11-28 02:00:06.734 UTC,House Cleaning,218393947859485000,0,,,100,3,FALSE
10895,343771976938766000,2018-11-22 20:12:57.768 UTC,House Cleaning,218393947859485000,0,,,100,4,FALSE
9926,343953255630684000,2018-11-24 22:34:16.269 UTC,Local Moving (under 50 miles),343578733429915000,0,,2018-11-20 20:57:07.861 UTC,7500,3,TRUE
6151,343855857720098000,2018-11-23 19:30:58.622 UTC,House Cleaning,337542489104326000,0,,2018-11-03 19:03:42.391 UTC,10000,19,FALSE
12902,343426641224278000,2018-11-18 20:17:21.941 UTC,House Cleaning,337542489104326000,0,,2018-11-03 19:03:42.391 UTC,8500,15,FALSE
4597,344299087864496000,2018-11-28 22:38:08.37 UTC,House Cleaning,343600958564540000,0,,,4000,3,FALSE
10761,343510788281925000,2018-11-19 19:39:49.072 UTC,House Cleaning,339532608674930000,0,,,18700,22,FALSE
10916,343886919379230000,2018-11-24 04:08:40.093 UTC,House Cleaning,343594239061147000,0,,,,20,FALSE
5384,343450238398152000,2018-11-19 02:50:39.201 UTC,House Cleaning,340646213525192000,0,,,15900,21,FALSE
18369,339462874911203000,2018-10-03 23:14:35.737 UTC,House Cleaning,338755013130674000,0,,2018-09-29 15:55:20.432 UTC,5000,4,FALSE
22982,340121666623103000,2018-10-11 14:14:27.583 UTC,House Cleaning,340052853665456000,0,,,7500,11,FALSE
569,343161449229262000,2018-11-15 18:37:29.798 UTC,House Cleaning,339219215154511000,0,,2018-10-29 18:01:11.35 UTC,8500,1,FALSE
13505,343671902959149000,2018-11-21 16:25:04.18 UTC,House Cleaning,340149847998890000,0,,,21500,28,FALSE
11028,341242193594974000,2018-10-24 13:29:54.358 UTC,House Cleaning,340585503937101000,0,,2018-10-17 16:13:11.395 UTC,17000,16,FALSE
16624,341124614272942000,2018-10-23 04:50:14.698 UTC,House Cleaning,339057490505342000,0,,2018-10-09 08:03:24.982 UTC,22500,4,FALSE
21188,339608861138010000,2018-10-05 15:47:41.935 UTC,House Cleaning,339187817039241000,0,,2018-10-05 15:37:13.935 UTC,5000,4,FALSE
24923,342985374123065000,2018-11-13 17:42:54.833 UTC,House Cleaning,187752621893919000,0,,2018-11-03 01:17:00.566 UTC,8000,9,FALSE
2898,340351796669694000,2018-10-14 06:09:57.301 UTC,House Cleaning,339397855305908000,0,,2018-10-08 19:30:35.959 UTC,10000,3,FALSE
13503,343671902959149000,2018-11-21 16:25:04.18 UTC,House Cleaning,336708648082858000,0,,,,26,FALSE
20212,342382748637274000,2018-11-06 18:19:09.54 UTC,House Cleaning,340477278714650000,0,,2018-11-04 19:56:17.452 UTC,8500,7,FALSE
1198,340653055321497000,2018-10-17 17:50:56.056 UTC,House Cleaning,339778853698854000,0,,2018-10-13 11:50:45.187 UTC,9000,7,FALSE
12432,340658040401985000,2018-10-17 19:14:01.14 UTC,House Cleaning,339778853698854000,0,,2018-10-13 11:50:45.187 UTC,9000,6,FALSE
14401,343541155586646000,2018-11-20 04:05:56.359 UTC,House Cleaning,343361449369935000,0,,,7200,17,FALSE
16301,343944950154690000,2018-11-24 20:15:50.598 UTC,Local Moving (under 50 miles),343531914863804000,0,,2018-11-22 22:04:58.893 UTC,6000,1,FALSE
19693,343707037665894000,2018-11-22 02:10:38.185 UTC,Local Moving (under 50 miles),343531914863804000,0,,,6000,4,FALSE
12738,343445335664050000,2018-11-19 01:28:56.738 UTC,House Cleaning,318976109059825000,0,,2018-10-15 01:08:34.102 UTC,6800,3,FALSE
10260,343392396824567000,2018-11-18 10:46:37.58 UTC,House Cleaning,341292213144125000,0,,,,23,FALSE
16489,342039863916208000,2018-11-02 19:04:24.62 UTC,House Cleaning,334458669795835000,0,,2018-10-23 23:53:52.589 UTC,10000,4,FALSE
17164,339605049349284000,2018-10-05 14:44:09.867 UTC,House Cleaning,334458669795835000,0,,2018-10-03 19:33:18.682 UTC,21000,3,FALSE
18574,342037638102622000,2018-11-02 18:27:19.092 UTC,House Cleaning,341716068640555000,0,,2018-11-01 02:47:18.096 UTC,9000,9,FALSE
21632,342010966391988000,2018-11-02 11:02:47.548 UTC,House Cleaning,341716068640555000,0,,2018-11-01 02:47:18.096 UTC,9000,6,FALSE
25199,343934028539707000,2018-11-24 17:13:49.733 UTC,House Cleaning,343530858811097000,0,,2018-11-22 01:49:27.732 UTC,,21,FALSE
16587,344168882563907000,2018-11-27 10:28:03.481 UTC,House Cleaning,343542879554961000,0,,,8000,29,FALSE
22944,344353362520145000,2018-11-29 13:42:43.352 UTC,House Cleaning,343542879554961000,0,,,9700,14,FALSE
697,341261729084407000,2018-10-24 18:55:29.774 UTC,House Cleaning,341112998352461000,0,,,,6,FALSE
7367,343505222138798000,2018-11-19 18:07:02.817 UTC,House Cleaning,343327508488462000,0,,,,18,FALSE
8886,344014601770147000,2018-11-25 15:36:42.203 UTC,Local Moving (under 50 miles),343537569492901000,0,,,1200,3,FALSE
1391,343937453842055000,2018-11-24 18:10:54.405 UTC,House Cleaning,340714863315787000,0,,2018-10-29 12:59:14.519 UTC,7000,3,FALSE
8943,341161584558596000,2018-10-23 15:06:24.997 UTC,House Cleaning,340714863315787000,0,,,7000,3,FALSE
17803,341599860275437000,2018-10-28 16:51:00.878 UTC,House Cleaning,340714863315787000,0,,,7000,3,FALSE
13141,343623971153469000,2018-11-21 03:06:11.686 UTC,Local Moving (under 50 miles),340928758733750000,0,,2018-11-13 05:17:13.538 UTC,10000,13,FALSE
15018,344116212844240000,2018-11-26 19:50:13.481 UTC,Local Moving (under 50 miles),340928758733750000,0,,2018-11-26 19:08:46.245 UTC,10000,13,FALSE
15973,344197624201953000,2018-11-27 18:27:05.016 UTC,Local Moving (under 50 miles),340928758733750000,0,,2018-11-26 19:08:46.245 UTC,10000,12,FALSE
18843,344108763554455000,2018-11-26 17:46:04.52 UTC,Local Moving (under 50 miles),340928758733750000,0,,2018-11-13 05:17:13.538 UTC,10000,14,FALSE
23503,343492100068655000,2018-11-19 14:28:20.64 UTC,Local Moving (under 50 miles),340928758733750000,0,,2018-11-13 05:17:13.538 UTC,10000,12,FALSE
4501,341375861765300000,2018-10-26 02:37:42.362 UTC,House Cleaning,341068370506235000,0,,2018-10-24 17:17:12.287 UTC,32500,9,FALSE
10767,343510788281925000,2018-11-19 19:39:49.072 UTC,House Cleaning,341110356951056000,0,,2018-11-18 17:48:27.244 UTC,,28,FALSE
12997,344277321146417000,2018-11-28 16:35:21.927 UTC,House Cleaning,341953312134938000,0,,,5000,13,FALSE
8511,343421984685948000,2018-11-18 18:59:45.27 UTC,House Cleaning,342283623604641000,0,,2018-11-10 19:50:49.648 UTC,,3,FALSE
25304,342935598148583000,2018-11-13 03:53:19.027 UTC,House Cleaning,341348794931503000,0,,2018-11-12 05:57:15.859 UTC,11000,6,FALSE
11264,342933108226605000,2018-11-13 03:11:48.811 UTC,Local Moving (under 50 miles),341887222603997000,0,,2018-11-12 19:45:15.607 UTC,8500,11,FALSE
15889,342935236415676000,2018-11-13 03:47:17.065 UTC,Local Moving (under 50 miles),341887222603997000,0,,2018-11-12 19:45:15.607 UTC,8500,9,FALSE
7136,342390794717593000,2018-11-06 20:33:15.406 UTC,House Cleaning,342204729646612000,0,,,7500,3,FALSE
14031,340751966285447000,2018-10-18 21:19:26.969 UTC,House Cleaning,340674911252021000,0,,,7000,11,FALSE
2723,343622047287730000,2018-11-21 02:34:07.849 UTC,House Cleaning,340810077375463000,0,,,7200,4,FALSE
13799,343753873859616000,2018-11-22 15:11:14.46 UTC,House Cleaning,340810077375463000,0,,,7200,4,FALSE
570,343161449229262000,2018-11-15 18:37:29.798 UTC,House Cleaning,340826720502194000,0,,2018-11-14 17:15:15.845 UTC,,2,FALSE
884,342871575364485000,2018-11-12 10:06:17.382 UTC,House Cleaning,340826720502194000,0,,2018-11-12 09:30:16.798 UTC,,2,TRUE
6734,342278029301670000,2018-11-05 13:13:50.271 UTC,House Cleaning,341032558387175000,0,,2018-11-01 13:34:33.032 UTC,,18,FALSE
10912,343886919379230000,2018-11-24 04:08:40.093 UTC,House Cleaning,343462337474699000,0,,,6900,16,FALSE
1821,341543898866647000,2018-10-28 01:18:19.327 UTC,Local Moving (under 50 miles),334352750797430000,0,,,1500,2,FALSE
8654,343001855214903000,2018-11-13 22:17:35.818 UTC,Local Moving (under 50 miles),334352750797430000,0,,,1500,5,FALSE
11780,343138191012724000,2018-11-15 12:09:51.468 UTC,Local Moving (under 50 miles),334352750797430000,0,,,1500,5,FALSE
14250,343087512537251000,2018-11-14 22:05:12.956 UTC,Local Moving (under 50 miles),334352750797430000,0,,,1500,5,FALSE
17401,344213303153893000,2018-11-27 22:48:23.653 UTC,Local Moving (under 50 miles),334352750797430000,0,,,1500,2,FALSE
23130,344126487079534000,2018-11-26 22:41:27.57 UTC,Local Moving (under 50 miles),334352750797430000,0,,,1500,4,FALSE
12110,344297823224078000,2018-11-28 22:17:03.943 UTC,House Cleaning,341639699758366000,0,,2018-11-19 23:06:15.599 UTC,7500,8,FALSE
14062,343026323101040000,2018-11-14 05:05:23.697 UTC,House Cleaning,341639699758366000,0,,,7500,7,FALSE
8982,342153933159211000,2018-11-04 02:45:34.177 UTC,House Cleaning,342028019422380000,0,,,8000,14,FALSE
10763,343510788281925000,2018-11-19 19:39:49.072 UTC,House Cleaning,343249615464620000,0,,,,24,FALSE
5650,344398908066127000,2018-11-30 02:21:48.704 UTC,Local Moving (under 50 miles),343510688730898000,0,,,3500,3,FALSE
25540,344071199834128000,2018-11-26 07:20:00.351 UTC,Local Moving (under 50 miles),343510688730898000,0,,,3500,4,FALSE
13974,344020895283101000,2018-11-25 17:21:36.342 UTC,House Cleaning,340790618287824000,0,,2018-11-02 23:07:04.746 UTC,,2,FALSE
21651,342419739565498000,2018-11-07 04:35:40.359 UTC,House Cleaning,342052280100446000,0,,2018-11-04 21:33:23.74 UTC,12000,8,FALSE
10491,340034994014281000,2018-10-10 14:09:54.928 UTC,House Cleaning,263712326453240000,0,,,8100,6,FALSE
2375,343352894976213000,2018-11-17 23:48:15.836 UTC,House Cleaning,307137279502098000,0,,2017-10-16 17:55:16.271 UTC,6000,20,FALSE
7191,343662082615689000,2018-11-21 13:41:23.674 UTC,House Cleaning,307137279502098000,0,,2017-10-16 17:55:16.271 UTC,6000,20,FALSE
12998,344277321146417000,2018-11-28 16:35:21.927 UTC,House Cleaning,307137279502098000,0,,2017-10-16 17:55:16.271 UTC,6000,14,FALSE
20687,342654511969419000,2018-11-09 21:48:32.53 UTC,House Cleaning,342380462944501000,0,,,7000,1,FALSE
3425,344457571085598000,2018-11-30 18:39:31.609 UTC,Local Moving (under 50 miles),342378490906378000,0,,2018-11-27 21:42:05.182 UTC,,3,FALSE
1910,343855181976920000,2018-11-23 19:19:42.609 UTC,Local Moving (under 50 miles),342907288701083000,0,,,14000,5,FALSE
15019,344116212844240000,2018-11-26 19:50:13.481 UTC,Local Moving (under 50 miles),342907288701083000,0,,,14000,14,FALSE
18844,344108763554455000,2018-11-26 17:46:04.52 UTC,Local Moving (under 50 miles),342907288701083000,0,,,14000,15,FALSE
2378,343352894976213000,2018-11-17 23:48:15.836 UTC,House Cleaning,342725827844882000,0,,,6900,23,FALSE
21070,343020832672104000,2018-11-14 03:33:53.089 UTC,Local Moving (under 50 miles),342478101266743000,0,,2018-11-12 18:43:49.366 UTC,9900,1,FALSE
19133,340742927868879000,2018-10-18 18:48:48.618 UTC,House Cleaning,297573291118805000,0,,,12500,11,FALSE
7225,344204733423042000,2018-11-27 20:25:34.173 UTC,House Cleaning,302837713461182000,0,,,,22,FALSE
1049,341896814436491000,2018-11-01 03:20:15.08 UTC,House Cleaning,304801995284373000,0,,,6500,2,FALSE
1273,343800807462109000,2018-11-23 04:13:28.056 UTC,House Cleaning,304801995284373000,0,,,6500,3,FALSE
8627,341908116779261000,2018-11-01 06:28:37.352 UTC,House Cleaning,304801995284373000,0,,,6500,2,FALSE
22806,344295154183446000,2018-11-28 21:32:34.753 UTC,House Cleaning,304801995284373000,0,,,6500,3,FALSE
